Case ID	KEAP1	TMTC1	OR4C16	ZNF676	STK11	TP53	KRAS	EGFR	CDKN2A	MAGEC1	NAV3	CDH10	MROH2B	OR5W2	OR5D14	RIT1	LRRTM4	NRG3	U2AF1	TBX22	BAGE2	OR4C15	ZNF492	FERD3L	OR2T34	CCDC178	SERPINB4	ZNF804A	PABPC3	EPHA6	ELTD1	OR2L3	REG1B	CD5L	CNBD1	REG3A	GABRB3	OR2T4	TRIM58	OR4A5	NRAS	BRAF	OR2L8	HGF	OR8H2	ADAMTS2	ZNF268	OR5I1	KCNT2	THEMIS	GBA3	ASTN2	
TCGA-67-3771-01	MUT;	MUT;	  	MUT;	  	MUT;	  	  	MUT;	  	MUT;	MUT;	  	  	  	AMP;	  	  	  	  	AMP;	  	  	  	MUT;	  	  	MUT;AMP;	MUT;	MUT;AMP;	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-67-3772-01	  	  	  	  	  	  	  	MUT;	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	
TCGA-67-3773-01	  	  	  	  	  	  	MUT;	  	  	AMP;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-67-3774-01	MUT;	  	  	  	MUT;	  	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4244-01	  	  	  	MUT;	AMP;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	MUT;	  	  	HOMDEL;	  	  	  	  	  	HOMDEL;	HOMDEL;	  	  	  	HOMDEL;	  	  	  	MUT;	  	MUT;	  	  	  	
TCGA-05-4249-01	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	AMP;	MUT;	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	AMP;	  	AMP;	  	  	  	AMP;	AMP;	  	  	MUT;	AMP;	  	  	  	  	  	AMP;	  	  	MUT;	
TCGA-05-4250-01	  	MUT;AMP;	  	  	  	  	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-35-4122-01	  	  	  	  	  	MUT;	  	  	HOMDEL;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	AMP;	  	  	MUT;	  	  	  	  	  	  	  	
TCGA-35-4123-01	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	MUT;	  	  	
TCGA-44-2657-01	  	AMP;	  	  	  	  	AMP;	  	  	  	  	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-2661-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-3398-01	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-3918-01	  	MUT;AMP;	  	  	  	MUT;	  	  	  	  	MUT;	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	MUT;	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	MUT;	MUT;	MUT;	  	  	MUT;	  	  	  	  	  	
TCGA-44-3919-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-4112-01	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	  	  	AMP;	MUT;	  	  	
TCGA-05-4382-01	HOMDEL;	  	MUT;	MUT;	HOMDEL;	MUT;	  	MUT;	HOMDEL;	MUT;	MUT;	MUT;	MUT;	MUT;	MUT;	  	MUT;	  	  	MUT;	  	  	  	  	AMP;	MUT;	  	MUT;	  	MUT;	  	MUT;AMP;	  	MUT;	  	  	MUT;	MUT;AMP;	AMP;	  	  	MUT;	MUT;AMP;	MUT;	  	MUT;	  	  	MUT;	  	  	  	
TCGA-05-4389-01	MUT;	  	  	  	  	  	  	  	HOMDEL;	MUT;	MUT;	MUT;	  	  	  	AMP;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4395-01	MUT;	  	  	  	MUT;	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	
TCGA-05-4397-01	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	MUT;	  	  	  	AMP;	  	  	MUT;	  	  	  	AMP;	  	MUT;AMP;	MUT;	MUT;	  	AMP;	AMP;	  	  	  	AMP;	  	  	MUT;	MUT;	  	AMP;	  	  	MUT;	
TCGA-05-4398-01	  	MUT;	  	  	  	MUT;HOMDEL;	  	  	  	  	MUT;	MUT;	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4402-01	  	  	  	  	  	MUT;	  	MUT;AMP;	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4403-01	  	  	  	  	  	  	MUT;	  	HOMDEL;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4418-01	MUT;	  	  	MUT;	  	  	MUT;	  	HOMDEL;	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	  	  	
TCGA-05-4420-01	  	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	
TCGA-05-4422-01	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	
TCGA-05-4426-01	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	
TCGA-05-4430-01	  	MUT;	  	  	  	MUT;	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-4432-01	  	  	  	  	MUT;	MUT;	  	  	HOMDEL;	MUT;	MUT;	  	  	  	MUT;	  	MUT;	MUT;	  	  	HOMDEL;	  	  	  	  	  	  	MUT;	  	  	  	MUT;	  	AMP;	  	MUT;	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	
TCGA-05-4434-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	AMP;	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	AMP;	  	  	
TCGA-38-4625-01	  	MUT;	  	  	  	MUT;	  	  	MUT;HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	
TCGA-38-4626-01	  	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	
TCGA-38-4627-01	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-38-4628-01	  	  	  	  	  	  	  	MUT;AMP;	HOMDEL;	  	  	  	AMP;	  	  	AMP;	  	  	  	MUT;	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	
TCGA-38-4629-01	  	  	  	  	  	MUT;	  	MUT;	HOMDEL;	  	  	  	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	
TCGA-38-4630-01	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-3396-01	  	  	  	  	  	MUT;HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	MUT;	  	  	  	  	  	  	
TCGA-49-4486-01	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-49-4494-01	  	  	  	  	  	  	  	MUT;	HOMDEL;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	MUT;	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-49-4501-01	  	  	  	  	  	  	  	MUT;AMP;	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	
TCGA-49-4505-01	  	  	  	  	  	MUT;	MUT;	  	MUT;	  	MUT;	AMP;	MUT;	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-49-4506-01	MUT;	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	AMP;	  	  	  	  	  	  	  	  	AMP;	  	  	MUT;	  	  	  	AMP;	  	AMP;	  	  	  	AMP;	AMP;	  	  	  	AMP;	MUT;	  	  	  	  	AMP;	  	  	  	
TCGA-49-4507-01	MUT;	AMP;	  	  	MUT;	  	AMP;	  	HOMDEL;	  	  	  	  	MUT;	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	
TCGA-49-4510-01	  	AMP;	  	  	  	  	MUT;AMP;	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-73-4659-01	  	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	MUT;	  	AMP;	  	  	  	  	  	AMP;	AMP;	  	  	  	AMP;	  	  	MUT;	  	  	  	  	  	  	
TCGA-73-4662-01	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	AMP;	AMP;	MUT;	  	MUT;	  	MUT;	  	AMP;	  	AMP;	  	  	  	AMP;	AMP;	  	  	  	AMP;	  	  	  	  	  	AMP;	  	AMP;	  	
TCGA-73-4666-01	MUT;	  	  	  	  	MUT;	  	  	  	  	MUT;	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	
TCGA-73-4668-01	  	MUT;	  	MUT;	  	  	AMP;	  	HOMDEL;	  	MUT;	AMP;	AMP;	  	MUT;	  	  	MUT;	  	  	  	MUT;	  	  	  	  	MUT;	MUT;	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-73-4670-01	MUT;	MUT;	  	  	MUT;	MUT;	MUT;	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	
TCGA-73-4675-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-73-4677-01	MUT;	  	  	  	MUT;	  	MUT;	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	
TCGA-05-5420-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-5423-01	  	  	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	AMP;	  	  	  	  	  	MUT;AMP;	AMP;	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	
TCGA-05-5425-01	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-5428-01	  	  	  	  	  	MUT;	  	  	  	  	  	AMP;	AMP;	  	  	  	  	  	  	  	  	MUT;	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	MUT;AMP;	  	MUT;	MUT;	  	  	MUT;	  	  	  	  	
TCGA-05-5429-01	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-05-5715-01	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	
TCGA-35-5375-01	MUT;	  	  	  	  	MUT;	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	  	  	  	MUT;	MUT;	  	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-5643-01	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-44-5645-01	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-50-5045-01	  	MUT;	  	  	  	MUT;	  	  	  	  	MUT;	MUT;AMP;	AMP;	  	MUT;	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-50-5049-01	  	  	MUT;	  	  	MUT;	  	  	  	  	MUT;	MUT;	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	MUT;	MUT;	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	MUT;	  	  	  	
TCGA-50-5055-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-50-5066-01	  	  	MUT;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	
TCGA-50-5068-01	MUT;	  	  	  	  	MUT;	  	  	HOMDEL;	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-50-5936-01	MUT;	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	
TCGA-50-5939-01	MUT;	  	  	  	MUT;	MUT;	  	AMP;	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-55-5899-01	MUT;	  	  	MUT;HOMDEL;	  	MUT;	  	  	HOMDEL;	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	MUT;	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	
TCGA-64-5774-01	  	  	HOMDEL;	  	  	  	MUT;	  	  	  	  	MUT;	  	HOMDEL;	HOMDEL;	  	MUT;	  	  	  	  	HOMDEL;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	HOMDEL;	  	  	HOMDEL;	  	  	  	  	
TCGA-64-5775-01	  	  	  	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	HOMDEL;	  	  	MUT;	  	  	  	  	  	MUT;	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-64-5778-01	  	  	  	  	  	MUT;	MUT;	  	  	MUT;	  	MUT;AMP;	AMP;	  	MUT;	  	  	  	  	MUT;	  	  	  	  	  	MUT;	  	MUT;	  	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	MUT;	MUT;	
TCGA-64-5779-01	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	HOMDEL;	  	  	  	  	  	MUT;	
TCGA-64-5781-01	MUT;	MUT;	MUT;	MUT;	  	  	  	  	  	  	MUT;	MUT;	MUT;	  	  	  	MUT;	  	  	MUT;	MUT;	  	  	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	MUT;	  	  	MUT;	  	  	  	MUT;	
TCGA-64-5815-01	  	  	  	  	  	  	MUT;	  	HOMDEL;	MUT;AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	
TCGA-75-5146-01	  	  	  	  	MUT;	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	  	  	  	MUT;	  	  	  	MUT;	  	  	
TCGA-75-5147-01	  	  	  	  	  	MUT;	  	  	  	  	  	AMP;	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
TCGA-80-5611-01	  	  	  	  	  	  	  	  	  	  	  	  	  	  	MUT;	AMP;	MUT;	  	  	  	MUT;	  	  	  	  	  	  	  	  	  	  	  	  	AMP;	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	
